Row_ID,CPSE_Name,Material_Code_CPSE,Material_Description_Raw,Specification_Raw,Unit_Of_Measurement,Existing_Classification_Code,Plant_Location,Annual_Procured_Qty,Avg_Unit_Price_INR,Vendor_Name,GroundTruth_Material_Cluster_ID,GroundTruth_Standard_Material_Name,GroundTruth_Common_National_Material_Code
280,ONGC,ONG-538184,LADLE REFR LINI BRICK REFRACTORY BRICK MGO-CARBON LADLE LINING,REFRACTORY BRICK MGO-CARBON LADLE LINING,NOS,CLS-7504,Mumbai High Offshore,483,851.78,Vendor-956,CLU-0046,Ladle Refractory Lining Brick MgO-C,NMC-100046
281,SAIL,SAIL-622584,INSU COPP CABLE 3 PVC INS CU CABLE 3C 2.5MM2,PVC INS CU CABLE 3C 2.5MM2,M,CLS-7807,Bokaro Steel Plant,154,121.06,Vendor-379,CLU-0021,Insulated Copper Cable 3 Core 2.5 sqmm,NMC-100021
282,CPCL,CPCL-677596,INSULATED COPPER CABLE 3 CORE 2.5 SQMM - CABLE COPPER 3 CORE 2.5 SQ MM INSULATED,CABLE COPPER 3 CORE 2.5 SQ MM INSULATED,MTRS,CLS-2858,Manali Refinery,287,108.96,Vendor-330,CLU-0021,Insulated Copper Cable 3 Core 2.5 sqmm,NMC-100021
283,ONGC,ONG-735710,STEEL WIRE MESH SCREEN 10MM APERTURE (10 MM MESH SCREEN STEEL WIRE),10 MM MESH SCREEN STEEL WIRE,M,CLS-6218,Rajahmundry Asset,76,1954.32,Vendor-727,CLU-0043,Steel Wire Mesh Screen 10mm Aperture,NMC-100043
284,BPCL,BPC-139019,INDUSTRIAL GRADE NUT BOLT SET M20X80 SS316 - M20X80 SS316 NUT BOLT SET,M20X80 SS316 NUT BOLT SET,SET,CLS-9807,Kochi Refinery,257,105.55,Vendor-340,CLU-0025,Industrial Grade Nut Bolt Set M20x80 SS316,NMC-100025
285,NTPC,NTPC-493892,TURBINE BLADE STEAM TURBINE LP STAGE (LP TURBINE BLADE STEAM TURBINE),LP TURBINE BLADE STEAM TURBINE,NO,CLS-9835,Vindhyachal STPS,354,87669.38,Vendor-995,CLU-0049,Turbine Blade Steam Turbine LP Stage,NMC-100049
286,BPCL,BPC-153231,LADLE REFRACTORY LINING BRICK MGO-C - MGO-C LADLE REFRACTORY BRICK,MGO-C LADLE REFRACTORY BRICK,NOS,CLS-7771,Mumbai Refinery,331,439.7,Vendor-202,CLU-0046,Ladle Refractory Lining Brick MgO-C,NMC-100046
287,IOCL,IOC-349183,TIMI BELT HTD 8M HTD 8M TYPE TIMING BELT 30MM,HTD 8M TYPE TIMING BELT 30MM,PCS,CLS-8489,Gujarat Refinery,67,666.85,Vendor-529,CLU-0035,Timing Belt HTD 8M 30mm Width,NMC-100035
288,NTPC,NTPC-876039,COUP FLEX PIN BUSH PIN-BUSH COUPLING 100 MM,PIN-BUSH COUPLING 100 MM,EACH,CLS-4457,Vindhyachal STPS,490,7576.42,Vendor-740,CLU-0018,Coupling Flexible Pin Bush Type 100mm,NMC-100018
289,CPCL,CPCL-584045,CATALYST SUPPORT ALUMINA BALL 3MM,-,KILOGRAM,CLS-2133,Manali Refinery,29,429.19,Vendor-951,CLU-0070,Catalyst Support Alumina Ball 3mm,NMC-100070
290,CPCL,CPCL-464863,DIES GENE AIR FILT AIR FILTER ELE. DG SET SPARE,AIR FILTER ELE. DG SET SPARE,NO,CLS-3634,Cauvery Basin Refinery,175,1113.69,Vendor-207,CLU-0020,Diesel Generator Air Filter Element,NMC-100020
291,SAIL,SAIL-413814,CIRCUIT BREAKER VACUUM TYPE 11KV INDOOR (VACUUM CIRCUIT BREAKER 11 KV INDOOR),VACUUM CIRCUIT BREAKER 11 KV INDOOR,EA,CLS-7375,Bhilai Steel Plant,293,210118.05,Vendor-954,CLU-0055,Circuit Breaker Vacuum Type 11kV Indoor,NMC-100055
292,HPCL,HPC-793169,GLOBE VALVE FORGED STEEL 1.5 INCH CLASS 800 - DN40 PN135 FS GLOBE,DN40 PN135 FS GLOBE,EA,CLS-4898,Visakh Refinery,72,6178.32,Vendor-908,CLU-0027,Globe Valve Forged Steel 1.5 Inch Class 800,NMC-100027
293,BPCL,BPC-671015,STRUCTURAL STEEL ANGLE 75X75X6MM (MS ANGLE 75MM X 75MM X 6MM THK),MS ANGLE 75MM X 75MM X 6MM THK,MTR,CLS-3330,Mumbai Refinery,336,402.15,Vendor-372,CLU-0019,Structural Steel Angle 75x75x6mm,NMC-100019
